"Eggs","3.5","6.38978464899578","67.9451687169186","11.2356935092731","2015-10-30 11:41:46"
"Yogurt","12","8.9350663721985","90.1229015799698","7.55055967790987","2015-10-30 11:42:37"
"Tea","16","107.635245737032","866.574550508977","86.9425701892387","2015-10-30 11:43:57"
"Pork cuts, fresh or chilled","8","27.5026744869771","294.004323050568","37.2595425569497","2015-10-30 11:44:31"
"Lettuce, fresh or chilled","8","1.66610300512407","7.94085824639585","4.58970570064691","2015-11-01 13:27:32"
"Apricots, dried","4","51.8110695597372","71.6688771589721","9.46552309949029","2015-11-01 13:27:43"
"Cheese, fresh","2","3.9895542204909","40.2403504779632","3.37136468552483","2015-11-01 13:27:58"
"Oranges","4","3.28088461277678","12.0100679235358","1.47558676973427","2015-11-01 13:28:07"
"Other vegetables","5","1.22933895803907","7.66000193116952","3.77606165339341","2015-11-01 13:28:24"
"Milk (1% or less)","8","5.12405239983045","51.6833844186192","4.33007006618307","2015-11-01 13:28:46"
"Milk (1% or less)","8","5.12405239983045","51.6833844186192","4.33007006618307","2015-11-01 13:29:16"
"Milk (1% or less)","8","5.12405239983045","51.6833844186192","4.33007006618307","2015-11-01 13:29:20"
"Lettuce, fresh or chilled","8","1.66610300512407","7.94085824639585","4.58970570064691","2015-11-01 13:29:27"
"Apricots, dried","2","25.9055347798686","35.834438579486","4.73276154974514","2015-11-01 13:29:33"
"Mixed vegetables, frozen","7","1.7210745412547","10.7240027036373","5.28648631475077","2015-11-01 13:30:52"
"Cheese, fresh","4","7.9791084409818","80.4807009559264","6.74272937104966","2015-11-01 13:31:16"
