"Milk (1% or less)","4","2.56202619991522","25.8416922093096","2.16503503309153","2015-11-03 00:27:33"
"Cheese, processed","1.2","3.94222581923003","38.3241433123453","3.21082351002362","2015-11-03 00:28:39"
"Tomatoes","1.5","0.710513725192958","1.21183277229219","0.479391484796662","2015-11-03 00:29:28"
"Tomato ketchup","0.5","0.592094770993944","1.00986064357626","0.399492903997406","2015-11-03 00:29:35"
"Onions and shallots, fresh or chilled","1","0.333265624252396","1.32100518388171","0.382301223506028","2015-11-03 00:29:45"
"Lettuce, fresh or chilled","2","0.416525751281018","1.98521456159896","1.14742642516173","2015-11-03 00:29:58"
"Pineapples","0.3","0.0200476108850971","0.482985322250847","0.068921228482939","2015-11-03 00:30:44"
"Other melons (inc.cantaloupes)","1","0.218438566345582","0.937249534602094","0.501107826939351","2015-11-03 00:31:01"
"Tea","8","53.8176228685161","433.287275254489","43.4712850946193","2015-11-03 00:31:17"
"Tea","8","53.8176228685161","433.287275254489","43.4712850946193","2015-11-03 00:31:20"
"Vanilla","0.3","87.7310327063762","194.100336874916","2.39247219216029","2015-11-03 00:31:32"
"Citrus fruit juice","12","7.12933607468474","131.130575101249","4.01287945366991","2015-11-03 00:32:20"
"Bread","2","4.51336829468286","16.8329349376424","2.73370468953302","2015-11-03 00:33:35"
"Bread","3","6.77005244202429","25.2494024064636","4.10055703429953","2015-11-03 00:33:52"
"Other vegetables","3","0.737603374823444","4.59600115870171","2.26563699203604","2015-11-03 00:34:26"
"Other spices","1.5","2.72148043347543","30.7232740496234","4.38409943212251","2015-11-03 00:35:46"
"Turkey mean","4","9.38661054490416","106.207900143156","13.9762293593007","2015-11-03 00:36:08"
